"gid","flsid","date","venue","doorprice","attendance","recorded_by","mastered_by","original_source","tour","city","subdivision","country","year","checked","x","y","sound_quality","seconds"
"hamburg-germany-70495","FLS0706",1995-07-04,"Fabrik",NA,1300,"Joey Picuri","Jerry Busher","Cassette","1995 Spring/Summer European Tour","Hamburg",NA,"Germany",1995,1,9.928987,53.5565957,"Very Good",5544
"hamburg-germany-91899","FLS0926",1999-09-18,"Fabrik",NA,1050,"Nick Pellicciotto","Jerry Busher","DAT","1999 Fall European Tour","Hamburg","","Germany",1999,1,9.928987,53.5565957,"Very Good",7028
"hamburg-germany-92690","FLS0266",1990-09-26,"Fabrik","12 DM",1000,"Joey Picuri","Warren Russell-Smith","Cassette","1990 Fall European Tour","Hamburg","","Germany",1990,1,9.928987,53.5565957,"Good",4408
"hannover-germany-100990","FLS0278",1990-10-09,"Glocksee","12 DM",800,"Joey Picuri","Warren Russell-Smith","Cassette","1990 Fall European Tour","Hannover","","Germany",1990,1,9.720746,52.3717884,"Very Good",4806
"hannover-germany-102988","FLS0063",1988-10-29,"Korn",NA,198.714285714286,NA,NA,NA,"1988 Fall European Tour","Hannover",NA,"Germany",1988,1,9.725338,52.3867895,NA,NA
"hannover-germany-62592","FLS0476",1992-06-25,"Glocksee",NA,700,"Joey Picuri","Warren Russell-Smith","Cassette","1992 Spring European Tour","Hannover","","Germany",1992,1,9.720746,52.3717884,"Good",4818
"harrisonburg-va-usa-31190","FLS0183",1990-03-11,"James Madison University","$3",250,"Joey Picuri","Warren Russell-Smith","Cassette","1990 Spring Southern USA Tour","Harrisonburg","VA","USA",1990,1,-78.871235,38.4351896,"Good",4702
"harrisonburg-va-usa-40602","FLS1027",2002-04-06,"James Madison U. Godwin Gym/MacRock","5",3000,"Nick Pellicciotto","Warren Russell-Smith","CD","2002 Spring Southern USA/Texas Tour","Harrisonburg","VA","USA",2002,1,-78.871235,38.4351896,"Very Good",5689
"hartford-ct-usa-40795","FLS0647",1995-04-07,"West Indian Social Club","5",921,"Joey Picuri","Warren Russell-Smith","Cassette","1995 USA East Coast Tour","Hartford","CT","USA",1995,1,-72.662711,41.7970798,"Very Good",4866
"hattiesburg-ms-usa-32090","FLS0191",1990-03-20,"Univ. of S. MS Bennett Auditorium","$5",180,NA,NA,NA,"1990 Spring Southern USA Tour","Hattiesburg","MS","USA",1990,1,-89.332667,31.3274365,NA,NA
"heidelberg-germany-120489","FLS0170",1989-12-04,"Mensa","12DM",800,"Sterneck","Warren Russell-Smith","Cassette","1989 Fall European Tour","Heidelberg","","Germany",1989,1,8.670802,49.4156002,"Good",4936
"helsinki-finland-101000","FLS0981",2000-10-10,"Nosturi",NA,370,"Nick Pellicciotto","Jerry Busher","DAT","2000 Fall Northern European Tour","Helsinki","","Finland",2000,1,24.931394,60.1591987,"Very Good",5015
"herne-bay-england-92090","FLS0262",1990-09-20,"King's Hall",NA,350,"Joey Picuri","Warren Russell-Smith","Cassette","1990 Fall European Tour","Herne Bay","","England",1990,1,1.136733,51.3726234,"Good",4807
"hobart-tas-australia-120393","FLS0618",1993-12-03,"Hellenic Hall",NA,400,"Joey Picuri","Warren Russell-Smith","Cassette","1993 Japan/Australia/New Zealand Tour","Hobart","TAS","Australia",1993,1,147.3156,-42.8706648,"Very Good",5502
"hobart-tz-australia-111396","FLS0809",1996-11-13,"Sapphire Ballroom",NA,450,"Andy Hazel",NA,"VHS audio","1996 US/Japan/Hong Kong/Australia Tour","Hobart","TAS","Australia",1996,1,147.325945,-42.8816549,"Very Good",4385
"hoboken-nj-usa-100889","FLS0148",1989-10-08,"Maxwell's","$5",300,"ANON","Warren Russell-Smith",NA,"1989 Fall Canada/NE Tour","Hoboken","NJ","USA",1989,1,-74.026932,40.7497021,"Good",4076
"hoboken-nj-usa-30691","FLS0315",1991-03-06,"Maxwell's","5",200,"Joey Picuri","Warren Russell-Smith","Cassette","1991 Winter/Spring East Coast USA Tour","Hoboken","NJ","USA",1991,1,-74.026932,40.7497021,"Very Good",5531
"hoboken-nj-usa-40792","FLS0424",1992-04-07,"Maxwell's","5",200,"Sal Cannestra","Warren Russell-Smith","Cassette","1992 Spring East Coast Tour","Hoboken","NJ","USA",1992,1,-74.026932,40.7497021,"Good",5051
"hoboken-nj-usa-40989","FLS0100",1989-04-09,"Maxwell's","$5",200,"Unknown","Jerry Busher","Cassette","1989 Spring USA Tour","Hoboken","NJ","USA",1989,1,-74.026932,40.7497021,"Good",4493
"hoboken-nj-usa-41395","FLS0652",1995-04-13,"Maxwell's","5",200,"Joey Picuri","Warren Russell-Smith","Cassette","1995 USA East Coast Tour","Hoboken","NJ","USA",1995,1,-74.026932,40.7497021,"Good",4911
"hoboken-nj-usa-63088","FLS0044",1988-06-30,"Maxwell's","$5",200,"ANON","Warren Russell-Smith",NA,"1988 Summer/Fall Regional Dates","Hoboken","NJ","USA",1988,1,-74.026932,40.7497021,"Good",3678
"hoboken-nj-usa-72798","FLS0870",1998-07-28,"Maxwell's","5",200,"Joey Picuri","Warren Russell-Smith","DAT","1998 Summer Canada/USA Tour","Hoboken","NJ","USA",1998,1,-74.026932,40.7497021,"Good",NA
"hoboken-nj-usa-81693","FLS0560",1993-08-16,"Maxwell's","5",200,"Joey Picuri","Warren Russell-Smith","DAT","1993 Fall USA/Canada Tour","Hoboken","NJ","USA",1993,1,-74.026932,40.7497021,"Very Good",5239
"hohenems-austria-61792","FLS0469",1992-06-17,"Transmitter Festival",NA,750,"Joey Picuri","Warren Russell-Smith","Cassette","1992 Spring European Tour","Hohenems","","Austria",1992,1,9.652756,47.3663115,"Good",5031
"holyoke-ma-usa-51802","FLS1028",2002-04-18,"Holyoke War Memorial","6",1200,"Scot Coar",NA,"CD","2002 Spring East Coast Tour","Holyoke","MA","USA",2002,1,-72.611002,42.2053663,"Excellent",5594
"homburg-germany-110388","FLS0068",1988-11-03,"Juz Homburg",NA,198.714285714286,NA,NA,NA,"1988 Fall European Tour","Homburg",NA,"Germany",1988,1,7.325,49.36966,NA,NA
"hong-kong-hong-kong-110296","FLS0803",1996-11-02,"South Island School Hall",NA,400,"Nick Pellicciotto","Fugazi","DAT","1996 US/Japan/Hong Kong/Australia Tour","Hong Kong",NA,"Hong Kong",1996,1,114.182856,22.2539692,"Very Good",4643
"hong-kong-hong-kong-110396","FLS0804",1996-11-03,"Kowloon Park",NA,200,NA,NA,NA,"1996 US/Japan/Hong Kong/Australia Tour","Hong Kong","","Hong Kong",1996,1,114.169573,22.3014653,NA,NA
"honolulu-hi-usa-101696","FLS0791",1996-10-16,"Groove","7",1650,"Nick Pellicciotto","Jerry Busher","DAT","1996 US/Japan/Hong Kong/Australia Tour","Honolulu","HI","USA",1996,1,-157.87509,21.318756,"Very Good",4640
"honolulu-hi-usa-111891","FLS0416",1991-11-18,"University of Hawaii",NA,850,"Joey Picuri","Warren Russell-Smith","Cassette","1991 Australia/New Zealand/Japan Tour","Honolulu","HI","USA",1991,1,-157.817343,21.3008682,"Very Good",4877
"honolulu-hi-usa-121493","FLS0625",1993-12-14,"After Dark","5",1300,"Joey Picuri","Jerry Busher","Cassette","1993 Japan/Australia/New Zealand Tour","Honolulu","HI","USA",1993,1,-157.87509,21.318756,"Good",5430
"hoorn-netherlands-101588","FLS0054",1988-10-15,"Troll",NA,198.714285714286,"Hans Engel","Warren Russell-Smith","Cassette","1988 Fall European Tour","Hoorn",NA,"Netherlands",1988,1,5.05498,52.652456,"Good",3955
"hoorn-netherlands-90190","FLS0245",1990-09-01,"Troll","10 Gilders",450,"Joey Picuri","Warren Russell-Smith","Cassette","1990 Fall European Tour","Hoorn","","Netherlands",1990,1,5.05498,52.652456,"Good",5442
"houston-tx-usa-112198","FLS0880",1998-11-21,"Fitzgerald's","6",750,"Joey Picuri","Warren Russell-Smith","DAT","1998 Fall Mid-West USA Tour","Houston","TX","USA",1998,1,-95.387999,29.7818262,"Very Good",6608
"houston-tx-usa-32802","FLS1019",2002-03-28,"International Ballroom","6",1900,"Nick Pellicciotto","Warren Russell-Smith","CD","2002 Spring Southern USA/Texas Tour","Houston","TX","USA",2002,1,-95.4939,29.6351461,"Very Good",4540
"houston-tx-usa-40896","FLS0783",1996-04-08,"D&I Colonial Hall","6",1250,"Nick Pellicciotto","Warren Russell-Smith","DAT","1996 Southern USA Tour","Houston","TX","USA",1996,1,-95.309808,29.7363192,"Very Good",4345
"houston-tx-usa-41093","FLS0516",1993-04-10,"Phoenix Ballroom","5",2400,"Joey Picuri","Jerry Busher","DAT","1993 Spring USA Tour","Houston","TX","USA",1993,1,-95.654624,29.7014137,"Good",4716
"houston-tx-usa-50690","FLS0205",1990-05-06,"Axiom","5",350,"Joey Picuri","Warren Russell-Smith","Cassette","1990 Spring/Summer USA Tour","Houston","TX","USA",1990,1,-95.351494,29.7486073,"Good",4310
"houston-tx-usa-51289","FLS0110",1989-05-12,"Axiom","$5",350,NA,NA,NA,"1989 Spring USA Tour","Houston","TX","USA",1989,1,-95.351494,29.7486073,NA,NA
"houston-tx-usa-52691","FLS0351",1991-05-26,"Homage","5",950,"Joey Picuri","Warren Russell-Smith","Cassette","1991 Spring USA Tour","Houston","TX","USA",1991,1,-95.37515,29.7494937,"Good",4192
"houston-tx-usa-52788","FLS0037",1988-05-27,"Powertools",NA,198.714285714286,NA,NA,NA,"1988 Spring USA Tour","Houston","TX","USA",1988,1,-95.362164,29.764455,NA,NA
"huntington-wv-usa-40502","FLS1026",2002-04-05,"Stone Monkey","6",500,"Nick Pellicciotto","Warren Russell-Smith","CD","2002 Spring Southern USA/Texas Tour","Huntington","WV","USA",2002,1,-82.419941,38.4260295,"Very Good",5997
"huntsville-al-usa-32796","FLS0773",1996-03-27,"University of Alabama Spragins Hall Gym","5",1295,"Nick Pellicciotto","Warren Russell-Smith","DAT","1996 Southern USA Tour","Huntsville","AL","USA",1996,1,-86.636678,34.7310753,"Very Good",4297
"huntsville-al-usa-50891","FLS0335",1991-05-08,"Carriage House Inn","5",650,"Joey Picuri","Jerry Busher","Cassette","1991 Spring USA Tour","Huntsville","AL","USA",1991,1,-86.622775,34.7346356,"Poor",1937
"indianapolis-in-usa-100695","FLS0728",1995-10-06,"Eastwood Entertainment Center","6",750,"Joey Picuri","Warren Russell-Smith","DAT","1995 Fall USA/Canada Tour","Indianapolis","IN","USA",1995,1,-86.05206,39.8291712,"Good",4677
"indianapolis-in-usa-42001","FLS0995",2001-04-20,"Knights of Columbus Hall","6",700,"Nick Pellicciotto","Jerry Busher","DAT","2001 Spring Western USA Tour","Indianapolis","IN","USA",2001,1,-86.153309,39.7846296,"Very Good",6215
"indianapolis-in-usa-53093","FLS0555",1993-05-30,"City Lights","5",1600,"ANON",NA,"VHS audio","1993 Spring USA Tour","Indianapolis","IN","USA",1993,1,-86.053053,39.8264653,"Poor",3215
"indianapolis-in-usa-60791","FLS0359",1991-06-07,"Ritz Music Hall","5",850,"Joey Picuri","Warren Russell-Smith","Cassette","1991 Spring USA Tour","Indianapolis","IN","USA",1991,1,-86.063342,39.7823475,"Good",4110
"iowa-city-ia-usa-82993","FLS0572",1993-08-29,"I.M.U. Lounge / University of Iowa","5",1450,"Joey Picuri","Jerry Busher","DAT","1993 Fall USA/Canada Tour","Iowa City","IA","USA",1993,1,-91.537896,41.6629359,"Good",4474
"isla-vista-ca-usa-51890","FLS0212",1990-05-18,"UC Santa Barbara Pub","5",500,"Joey Picuri","Warren Russell-Smith","Cassette","1990 Spring/Summer USA Tour","Isla Vista","CA","USA",1990,1,-119.88267,34.4365831,"Very Good",4460
"isla-vista-ca-usa-90591","FLS0393",1991-09-05,"Anaconda","5",750,"Joey Picuri","Warren Russell-Smith","Cassette","1991 Summer/Fall USA/Canada Tour","Isla Vista","CA","USA",1991,1,-119.85553,34.4124367,"Very Good",4064
"itaborai-brazil-81994","FLS0630",1994-08-19,"Col. Leao XIII Hall",NA,300,"Joey Picuri","Fugazi","Cassette","1994 Fall Brazil Tour","Itaborai",NA,"Brazil",1994,1,-42.859935,-22.7458974,"Very Good",3619
"jackson-ms-usa-40893","FLS0514",1993-04-08,"Midnight Sun","5",750,"Joey Picuri","Jerry Busher","DAT","1993 Spring USA Tour","Jackson","MS","USA",1993,1,-90.192223,32.3006407,"Good",5046
"jacksonville-fl-usa-21293","FLS0499",1993-02-12,"Club 5","5",1200,"Joey Picuri","Jerry Busher","DAT","1993 Winter Southern USA Tour","Jacksonville","FL","USA",1993,1,-81.680959,30.3147037,"Very Good",2095
"jacksonville-fl-usa-33196","FLS0777",1996-03-31,"Milk Bar","5",1100,"Nick Pellicciotto","Warren Russell-Smith","DAT","1996 Southern USA Tour","Jacksonville","FL","USA",1996,1,-81.65964,30.3283888,"Good",4371
"jacksonville-fl-usa-51491","FLS0340",1991-05-14,"Milk Bar","5",700,"Joey Picuri","Warren Russell-Smith","Cassette","1991 Spring USA Tour","Jacksonville","FL","USA",1991,1,-81.65964,30.3283888,"Good",4508
"jawbone-canyon-ca-usa-90691","FLS0394",1991-09-06,"Jawbone Canyon Desert","Free",300,"Nikos-Reed Failure Video","Warren Russell-Smith","VHS audio","1991 Summer/Fall USA/Canada Tour","Jawbone Canyon","CA","USA",1991,1,-118.033479,35.3087583,"Good",3049
"joinville-brazil-81597","FLS0841",1997-08-15,"Liga da Sociedade Joinvilense",NA,350,"Nick Pellicciotto","Jerry Busher","DAT","1997 Summer Brazil/S. America Tour","Joinville","","Brazil",1997,1,-48.84559,-26.304399,"Very Good",4926
"jonkoping-sweden-100600","FLS0978",2000-10-06,"Kulturhuset",NA,600,"Ola Sivertson",NA,NA,"2000 Fall Northern European Tour","Jonkoping","","Sweden",2000,1,14.156281,57.7854308,"Good",4741
"kalamazoo-mi-usa-62490","FLS0237",1990-06-24,"Club Soda","5",380,"Joey Picuri","Warren Russell-Smith","Cassette","1990 Spring/Summer USA Tour","Kalamazoo","MI","USA",1990,1,-85.579417,42.2926564,"Good",4640
"kalamazoo-mi-usa-80691","FLS0374",1991-08-06,"State Theater","5",800,"Joey Picuri","Warren Russell-Smith","Cassette","1991 Summer/Fall USA/Canada Tour","Kalamazoo","MI","USA",1991,1,-85.583398,42.28837,"Very Good",3656
"kansas-city-ks-usa-82893","FLS0571",1993-08-28,"Memorial Hall","5",2700,"Joey Picuri","Fugazi","DAT","1993 Fall USA/Canada Tour","Kansas City","KS","USA",1993,1,-94.627641,39.1121852,"Very Good",5204
"kansas-city-mo-usa-41801","FLS0993",2001-04-18,"El Torreon","6",900,"Nick Pellicciotto","Warren Russell-Smith","DAT","2001 Spring Western USA Tour","Kansas City","MO","USA",2001,1,-94.578667,39.0703282,"Excellent",5301
"kelowna-bc-canada-70501","FLS1010",2001-07-05,"Performance Centre","10 (can)",450,"Joey Picuri","Warren Russell-Smith","DAT","2001 Summer Mid-West/Canada Tour","Kelowna","BC","Canada",2001,1,-119.493039,49.8896937,"Very Good",5637
"kennewick-wa-usa-51493","FLS0542",1993-05-14,"Fairgrounds","5",1500,"Joey Picuri","Warren Russell-Smith","DAT","1993 Spring USA Tour","Kennewick","WA","USA",1993,1,-119.097679,46.1952133,"Good",4932
"kent-oh-usa-50498","FLS0852",1998-05-04,"Kent State University","Free",1400,"Nick Pellicciotto","Warren Russell-Smith","DAT","1998 Spring USA Tour","Kent","OH","USA",1998,1,-81.343095,41.1477177,"Good",3871
"kiel-germany-103088","FLS0064",1988-10-30,"Alte Meierei",NA,198.714285714286,NA,NA,NA,"1988 Fall European Tour","Kiel","","Germany",1988,1,10.124747,54.302925,NA,NA
"kilkenny-ireland-50799","FLS0916",1999-05-07,"Friary Hall","7(punts)",400,"Joey Picuri","Fugazi","DAT","1999 Spring UK/Ireland Tour","Kilkenny",NA,"Ireland",1999,1,-7.2539,52.6505277,"Very Good",5127
"kingersheim-france-61095","FLS0685",1995-06-10,"Salle Des Fetes",NA,800,"Tom Korbler","Warren Russell-Smith","Cassette","1995 Spring/Summer European Tour","Kingersheim",NA,"France",1995,1,7.354943,47.7770636,"Good",6231
"knoxville-tn-usa-121999","FLS0960",1999-12-19,"Electric Ballroom","6",700,"Nick Pellicciotto","Warren Russell-Smith","DAT","1999 Fall/Winter Southern USA Tour","Knoxville","TN","USA",1999,1,-83.929798,35.9648106,"Very Good",5123
"knoxville-tn-usa-32490","FLS0194",1990-03-24,"Backstage at the Library","$5",230,"Joey Picuri","Warren Russell-Smith","Cassette","1990 Spring Southern USA Tour","Knoxville","TN","USA",1990,1,-83.934757,35.9553749,"Good",4725
"knoxville-tn-usa-40593","FLS0511",1993-04-05,"Electric Ballroom","5",1010,"Joey Picuri","Jerry Busher","DAT","1993 Spring USA Tour","Knoxville","TN","USA",1993,1,-83.929798,35.9648106,"Good",5092
"knoxville-tn-usa-41296","FLS0786",1996-04-12,"Electric Ballroom","5",1050,"Nick Pellicciotto","Warren Russell-Smith","DAT","1996 Southern USA Tour","Knoxville","TN","USA",1996,1,-83.929798,35.9648106,"Very Good",3631
"knoxville-tn-usa-50591","FLS0333",1991-05-05,"Flamingo","5",300,"Joey Picuri","Warren Russell-Smith","Cassette","1991 Spring USA Tour","Knoxville","TN","USA",1991,1,-83.935458,35.9555492,"Good",4690
"koln-germany-70192","FLS0481",1992-07-01,"Rhenania",NA,800,"Joey Picuri","Warren Russell-Smith","Cassette","1992 Spring European Tour","Koln","","Germany",1992,1,6.963381,50.9283382,"Good",4346
"kuala-lumpur-malaysia-110696","FLS0805",1996-11-06,"Fire Club",NA,800,"Nick Pellicciotto","Fugazi","DAT","1996 US/Japan/Hong Kong/Australia Tour","Kuala Lumpur",NA,"Malaysia",1996,1,101.707629,3.1478556,"Very Good",5524
"kyoto-japan-110193","FLS0600",1993-11-01,"Muse Hall","3500 yen",100,"Joey Picuri","Jerry Busher","DAT","1993 Japan/Australia/New Zealand Tour","Kyoto","","Japan",1993,1,135.7637,35.0038831,"Very Good",4745
"lafayette-la-usa-40796","FLS0782",1996-04-07,"Heymann Performance Arts Center","5",1250,"ANON","Warren Russell-Smith","Cassette","1996 Southern USA Tour","Lafayette","LA","USA",1996,1,-92.021027,30.2016045,"Poor",4940
"lafayette-la-usa-50989","FLS0108",1989-05-09,"Haricots BBQ","$3",150,NA,NA,NA,"1989 Spring USA Tour","Lafayette","LA","USA",1989,1,-92.017545,30.2229752,NA,NA
"lakuntza-spainbasque-52795","FLS0674",1995-05-27,"Sala Matraka",NA,1000,"Joey Picuri","Jerry Busher","Cassette","1995 Spring/Summer European Tour","Lakuntza","","Spain",1995,1,-2.0292,42.9206346,"Good",6150
"lancaster-pa-usa-30391","FLS0312",1991-03-03,"Chameleon","5",600,"Joey Picuri","Warren Russell-Smith","Cassette","1991 Winter/Spring East Coast USA Tour","Lancaster","PA","USA",1991,1,-76.308796,40.0415629,"Very Good",4651
"lancaster-pa-usa-92489","FLS0137",1989-09-24,"Chameleon","$5",500,NA,NA,NA,"1989 Fall Canada/NE Tour","Lancaster","PA","USA",1989,1,-76.308796,40.0415629,NA,NA
"laramie-wy-usa-41601","FLS0991",2001-04-16,"Cowboy Bar","6",500,"Nick Pellicciotto","Warren Russell-Smith","DAT","2001 Spring Western USA Tour","Laramie","WY","USA",2001,1,-105.593376,41.3107611,"Excellent",5583
"laramie-wy-usa-51993","FLS0546",1993-05-19,"University of Wyoming Ballroom","5",240,"Joey Picuri","Warren Russell-Smith","DAT","1993 Spring USA Tour","Laramie","WY","USA",1993,1,-105.579442,41.3123587,"Poor",3653
"las-vegas-nv-usa-30599","FLS0904",1999-03-05,"Huntridge Theater","6",1000,"Nick Pellicciotto","Jerry Busher","DAT","1999 West Coast USA Tour","Las Vegas","NV","USA",1999,1,-115.136358,36.1581082,"Very Good",5680
"las-vegas-nv-usa-42293","FLS0526",1993-04-22,"Huntridge Theater","5",850,"Joey Picuri","Jerry Busher","DAT","1993 Spring USA Tour","Las Vegas","NV","USA",1993,1,-115.136358,36.1581082,"Good",5447
"latham-ny-usa-31091","FLS0318",1991-03-10,"Saratoga Winners","5",850,"Joey Picuri","Warren Russell-Smith","Cassette","1991 Winter/Spring East Coast USA Tour","Latham","NY","USA",1991,1,-73.72963,42.818847,"Poor",5345
"latham-ny-usa-40992","FLS0426",1992-04-09,"Saratoga Winners","5",1100.17910447761,"Joey Picuri","Warren Russell-Smith","Cassette","1992 Spring East Coast Tour","Latham","NY","USA",1992,1,-73.72963,42.818847,"Good",5137
"launceston-tas-australia-120493","FLS0619",1993-12-04,"Windmill Hill War Memorial",NA,180,"Joey Picuri","Warren Russell-Smith","Cassette","1993 Japan/Australia/New Zealand Tour","Launceston","TAS","Australia",1993,1,147.145816,-41.4352504,"Very Good",5385
"lawrence-ks-usa-53191","FLS0353",1991-05-31,"University of Kansas Ballroom","5",1000,"Joey Picuri","Warren Russell-Smith","Cassette","1991 Spring USA Tour","Lawrence","KS","USA",1991,1,-95.24348,38.959214,"Good",4362
"lawrence-ks-usa-60489","FLS0120",1989-06-04,"Outhouse","$5",350,NA,NA,NA,"1989 Spring USA Tour","Lawrence","KS","USA",1989,1,-95.163101,38.9562235,NA,NA
"lawrence-ks-usa-61190","FLS0226",1990-06-11,"Outhouse","5",700,"Joey Picuri","Warren Russell-Smith","Cassette","1990 Spring/Summer USA Tour","Lawrence","KS","USA",1990,1,-95.163101,38.9562235,"Good",4837
"leeds-england-103102","FLS1041",2002-10-31,"Metropolitan University",NA,1618.75,"Nick Pellicciotto","Fugazi","DAT","2002 Fall UK/Ireland Tour","Leeds","","England",2002,1,-1.54796,53.8039545,"Excellent",6191
"leeds-england-112089","FLS0158",1989-11-20,"Leeds Polytechnic","3 Pounds",1000,"ANON","Warren Russell-Smith","Cassette","1989 Fall European Tour","Leeds","","England",1989,1,-1.54796,53.8039545,"Good",2323
"leeds-england-113088","FLS0087",1988-11-30,"Duchess of York",NA,198.714285714286,"Bust Fund Tapes","Warren Russell-Smith","Cassette","1988 Fall European Tour","Leeds",NA,"England",1988,1,-1.540123,53.7985279,"Very Good",2673
"leeds-england-42999","FLS0910",1999-04-29,"Metro University","6(pounds)",950,"Joey Picuri","Warren Russell-Smith","DAT","1999 Spring UK/Ireland Tour","Leeds",NA,"England",1999,1,-1.54796,53.8039545,"Good",4848
"leeds-england-51595","FLS0664",1995-05-15,"Metropolitan University",NA,1000,"Joey Picuri","Warren Russell-Smith","Cassette","1995 Spring/Summer European Tour","Leeds","","England",1995,1,-1.54796,53.8039545,"Very Good",5550
"leeds-england-91290","FLS0254",1990-09-12,"Irish Centre",NA,700,"Joey Picuri","Warren Russell-Smith","Cassette","1990 Fall European Tour","Leeds","","England",1990,1,-1.515735,53.7972789,"Good",4062
"leipzig-germany-92299","FLS0929",1999-09-22,"Conne Island",NA,921,"Nick Pellicciotto",NA,"DAT","1999 Fall European Tour","Leipzig","","Germany",1999,1,12.374446,51.3022439,"Good",5415
"leonardtown-md-usa-70288","FLS0045",1988-07-02,"St. Mary's County Fairgrounds Auditorium",NA,198.714285714286,NA,NA,NA,"1988 Summer/Fall Regional Dates","Leonardtown","MD","USA",1988,1,-76.607504,38.2737954,NA,NA
"leuven-belgium-51895","FLS0666",1995-05-18,"Lido",NA,850,"Joey Picuri","Warren Russell-Smith","Cassette","1995 Spring/Summer European Tour","Leuven",NA,"Belgium",1995,1,4.709253,50.8783879,"Good",5927
"lexington-ky-usa-60991","FLS0361",1991-06-09,"Wrocklage","5",300,"Joey Picuri","Warren Russell-Smith","Cassette","1991 Spring USA Tour","Lexington","KY","USA",1991,1,-84.49871,38.049435,"Poor",4309
"limerick-ireland-102602","FLS1037",2002-10-26,"Savoy",NA,1618.75,"Nick Pellicciotto","Jerry Busher","DAT","2002 Fall UK/Ireland Tour","Limerick",NA,"Ireland",2002,1,-8.62919,52.6631293,"Good",5643
"lincoln-ne-usa-101895","FLS0738",1995-10-18,"State Fairgrounds Agricultural Hall","5",1300,"Joey Picuri","Warren Russell-Smith","DAT","1995 Fall USA/Canada Tour","Lincoln","NE","USA",1995,1,-96.602088,40.8542709,"Very Good",4894
"lincoln-ne-usa-41701","FLS0992",2001-04-17,"Centennial Hall","6",1000,"Nick Pellicciotto","Warren Russell-Smith","DAT","2001 Spring Western USA Tour","Lincoln","NE","USA",2001,1,-96.70113,40.8169285,"Very Good",5472
"lincoln-ne-usa-91491","FLS0399",1991-09-14,"University of Nebraska Centennial Hall","5",1000,"Joey Picuri","Warren Russell-Smith","Cassette","1991 Summer/Fall USA/Canada Tour","Lincoln","NE","USA",1991,1,-96.70113,40.8169285,"Very Good",4819
"lindenhurst-ny-usa-92195","FLS0715",1995-09-21,"PWAC","5",900,"Joey Picuri",NA,"DAT","1995 Fall USA/Canada Tour","Lindenhurst","NY","USA",1995,1,-73.40138,40.716804,"Very Good",4817
"linkoping-sweden-100290","FLS0272",1990-10-02,"Rock Lamour","50",110,"Joey Picuri","Warren Russell-Smith","Cassette","1990 Fall European Tour","Linkoping","","Sweden",1990,1,15.625266,58.4180661,"Very Good",5276
"linz-austria-111088","FLS0073",1988-11-10,"Kapu",NA,198.714285714286,"ANON","Warren Russell-Smith",NA,"1988 Fall European Tour","Linz","","Austria",1988,1,14.28212,48.3007566,"Good",4417
"lisbon-portugal-53195","FLS0677",1995-05-31,"Gartejo",NA,1279.99130434783,"Joey Picuri","Warren Russell-Smith","Cassette","1995 Spring/Summer European Tour","Lisbon",NA,"Portugal",1995,1,-9.175597,38.7042177,"Very Good",5901
"lismore-australia-112693","FLS0615",1993-11-26,"Italo Club",NA,450,"Joey Picuri","Warren Russell-Smith","Cassette","1993 Japan/Australia/New Zealand Tour","Lismore","NSW","Australia",1993,1,153.270912,-28.8042002,"Very Good",4905
"lismore-australia-62397","FLS0827",1997-06-23,"Lismore Uni",NA,967.5,"Nick Pellicciotto","Warren Russell-Smith","DAT","1997 Summer Australia/New Zealand Tour","Lismore","NSW","Australia",1997,1,153.299567,-28.8195944,"Good",5220
