"gid","fls_link","year","tour","date","venue","city","country","played_with","attendance","sound_quality","latitude","longitude"
"trenton-nj-usa-81893","<a href='https://www.dischord.com/fugazi_live_series/trenton-nj-usa-81893' target='_blank'>trenton-nj-usa-81893</a>",1993,"1993 Fall USA/Canada Tour",1993-08-18,"City Gardens","Trenton","USA","Lunachicks",1000,"Very Good",40.2373768,-74.759901
"tromso-norway-92990","<a href='https://www.dischord.com/fugazi_live_series/tromso-norway-92990' target='_blank'>tromso-norway-92990</a>",1990,"1990 Fall European Tour",1990-09-29,"Brigga Lillero Cafe","Tromso","Norway","Life But How to Live It",150,"Good",69.6520643,18.9622
"trondheim-norway-100300","<a href='https://www.dischord.com/fugazi_live_series/trondheim-norway-100300' target='_blank'>trondheim-norway-100300</a>",2000,"2000 Fall Northern European Tour",2000-10-03,"Uffa","Trondheim","Norway","Opera Performance",300,"Very Good",63.4362807,10.430012
"trondheim-norway-93090","<a href='https://www.dischord.com/fugazi_live_series/trondheim-norway-93090' target='_blank'>trondheim-norway-93090</a>",1990,"1990 Fall European Tour",1990-09-30,"UFFA","Trondheim","Norway","Life But How to Live It",250,"Good",63.4362807,10.430012
"tuba-city-az-usa-41301","<a href='https://www.dischord.com/fugazi_live_series/tuba-city-az-usa-41301' target='_blank'>tuba-city-az-usa-41301</a>",2001,"2001 Spring Western USA Tour",2001-04-13,"Grey Hills High School","Tuba City","USA","Blackfire",600,NA,36.1269817,-111.221501
"tucson-az-usa-41001","<a href='https://www.dischord.com/fugazi_live_series/tucson-az-usa-41001' target='_blank'>tucson-az-usa-41001</a>",2001,"2001 Spring Western USA Tour",2001-04-10,"Rialto Theater","Tucson","USA","Los Sinfronteras",1500,"Excellent",32.2217216,-110.966453
"tucson-az-usa-42093","<a href='https://www.dischord.com/fugazi_live_series/tucson-az-usa-42093' target='_blank'>tucson-az-usa-42093</a>",1993,"1993 Spring USA Tour",1993-04-20,"Coyote's","Tucson","USA","Fuzz",1200,"Very Good",32.244098,-110.9744
"tucson-az-usa-51190","<a href='https://www.dischord.com/fugazi_live_series/tucson-az-usa-51190' target='_blank'>tucson-az-usa-51190</a>",1990,"1990 Spring/Summer USA Tour",1990-05-11,"Dodiak Gallery","Tucson","USA","Fuel",300,"Good",32.2263796,-110.970991
"tucson-az-usa-51190","<a href='https://www.dischord.com/fugazi_live_series/tucson-az-usa-51190' target='_blank'>tucson-az-usa-51190</a>",1990,"1990 Spring/Summer USA Tour",1990-05-11,"Dodiak Gallery","Tucson","USA","Monsula",300,"Good",32.2263796,-110.970991
"tucson-az-usa-52488","<a href='https://www.dischord.com/fugazi_live_series/tucson-az-usa-52488' target='_blank'>tucson-az-usa-52488</a>",1988,"1988 Spring USA Tour",1988-05-24,"Park Place BBQ","Tucson","USA","The Squares",50,"Poor",32.2604428,-110.979021
"tucson-az-usa-52488","<a href='https://www.dischord.com/fugazi_live_series/tucson-az-usa-52488' target='_blank'>tucson-az-usa-52488</a>",1988,"1988 Spring USA Tour",1988-05-24,"Park Place BBQ","Tucson","USA","Wind of Change",50,"Poor",32.2604428,-110.979021
"udine-italy-102490","<a href='https://www.dischord.com/fugazi_live_series/udine-italy-102490' target='_blank'>udine-italy-102490</a>",1990,"1990 Fall European Tour",1990-10-24,"Ala Rock","Udine","Italy","Bambine",250,"Very Good",45.9360861,12.642246
"udine-italy-111488","<a href='https://www.dischord.com/fugazi_live_series/udine-italy-111488' target='_blank'>udine-italy-111488</a>",1988,"1988 Fall European Tour",1988-11-14,"Centro Sociale Autogestito","Udine","Italy",NA,199,"Good",46.0555579,13.228992
"ulm-germany-101690","<a href='https://www.dischord.com/fugazi_live_series/ulm-germany-101690' target='_blank'>ulm-germany-101690</a>",1990,"1990 Fall European Tour",1990-10-16,"Roxy","Ulm","Germany","Urge",700,"Good",48.39158,9.9851
"ulm-germany-62092","<a href='https://www.dischord.com/fugazi_live_series/ulm-germany-62092' target='_blank'>ulm-germany-62092</a>",1992,"1992 Spring European Tour",1992-06-20,"Stadthalle Langenau","Ulm","Germany","No Twist",1500,"Good",48.501407,10.121695
"ulm-germany-62092","<a href='https://www.dischord.com/fugazi_live_series/ulm-germany-62092' target='_blank'>ulm-germany-62092</a>",1992,"1992 Spring European Tour",1992-06-20,"Stadthalle Langenau","Ulm","Germany","Tech Ahead",1500,"Good",48.501407,10.121695
"ulm-germany-62795","<a href='https://www.dischord.com/fugazi_live_series/ulm-germany-62795' target='_blank'>ulm-germany-62795</a>",1995,"1995 Spring/Summer European Tour",1995-06-27,"Roxy","Ulm","Germany","4 Walls Falling",660,"Good",48.39158,9.9851
"ulm-germany-62795","<a href='https://www.dischord.com/fugazi_live_series/ulm-germany-62795' target='_blank'>ulm-germany-62795</a>",1995,"1995 Spring/Summer European Tour",1995-06-27,"Roxy","Ulm","Germany","Sensefield",660,"Good",48.39158,9.9851
"umea-sweden-93000","<a href='https://www.dischord.com/fugazi_live_series/umea-sweden-93000' target='_blank'>umea-sweden-93000</a>",2000,"2000 Fall Northern European Tour",2000-09-30,"Galaxen","Umea","Sweden","The International Noise Conspiracy",500,"Very Good",63.8576119,20.335674
"v-schwenningen-germany-62492","<a href='https://www.dischord.com/fugazi_live_series/v-schwenningen-germany-62492' target='_blank'>v-schwenningen-germany-62492</a>",1992,"1992 Spring European Tour",1992-06-24,"Canape","V-Schwinnigen","Germany","Tech Ahead",600,"Good",48.0606506,8.460394
"valencia-spain-60495","<a href='https://www.dischord.com/fugazi_live_series/valencia-spain-60495' target='_blank'>valencia-spain-60495</a>",1995,"1995 Spring/Summer European Tour",1995-06-04,"Zeppelin Rock","Valencia","Spain",NA,1280,"Good",39.469799,-0.37739
"vancouver-bc-canada-50793","<a href='https://www.dischord.com/fugazi_live_series/vancouver-bc-canada-50793' target='_blank'>vancouver-bc-canada-50793</a>",1993,"1993 Spring USA Tour",1993-05-07,"Plaza of Nations","Vancouver","Canada","Mecca Normal",3200,"Very Good",49.2755773,-123.109585
"vancouver-bc-canada-50793","<a href='https://www.dischord.com/fugazi_live_series/vancouver-bc-canada-50793' target='_blank'>vancouver-bc-canada-50793</a>",1993,"1993 Spring USA Tour",1993-05-07,"Plaza of Nations","Vancouver","Canada","Sparkmarker",3200,"Very Good",49.2755773,-123.109585
"vancouver-bc-canada-81991","<a href='https://www.dischord.com/fugazi_live_series/vancouver-bc-canada-81991' target='_blank'>vancouver-bc-canada-81991</a>",1991,"1991 Summer/Fall USA/Canada Tour",1991-08-19,"N. Van. Sports Arena Hockey Rink","Vancouver","Canada","10 Feet High",1300,"Very Good",49.330017,-123.070762
"vancouver-bc-canada-81991","<a href='https://www.dischord.com/fugazi_live_series/vancouver-bc-canada-81991' target='_blank'>vancouver-bc-canada-81991</a>",1991,"1991 Summer/Fall USA/Canada Tour",1991-08-19,"N. Van. Sports Arena Hockey Rink","Vancouver","Canada","Fastbacks",1300,"Very Good",49.330017,-123.070762
"vancouver-bc-canada-81991","<a href='https://www.dischord.com/fugazi_live_series/vancouver-bc-canada-81991' target='_blank'>vancouver-bc-canada-81991</a>",1991,"1991 Summer/Fall USA/Canada Tour",1991-08-19,"N. Van. Sports Arena Hockey Rink","Vancouver","Canada","Me Mom & Morgentaler",1300,"Very Good",49.330017,-123.070762
"vancouver-bc-canada-81991","<a href='https://www.dischord.com/fugazi_live_series/vancouver-bc-canada-81991' target='_blank'>vancouver-bc-canada-81991</a>",1991,"1991 Summer/Fall USA/Canada Tour",1991-08-19,"N. Van. Sports Arena Hockey Rink","Vancouver","Canada","Smugglers",1300,"Very Good",49.330017,-123.070762
"venlo-netherlands-52392","<a href='https://www.dischord.com/fugazi_live_series/venlo-netherlands-52392' target='_blank'>venlo-netherlands-52392</a>",1992,"1992 Spring European Tour",1992-05-23,"Perron 55","Venlo","Netherlands","Girls Vs. Boys",400,"Poor",51.3611494,6.176979
"ventura-ca-usa-21999","<a href='https://www.dischord.com/fugazi_live_series/ventura-ca-usa-21999' target='_blank'>ventura-ca-usa-21999</a>",1999,"1999 West Coast USA Tour",1999-02-19,"Ventura Theater","Ventura","USA","Phantom Surfers",1350,"Very Good",34.2803049,-119.29143
"ventura-ca-usa-21999","<a href='https://www.dischord.com/fugazi_live_series/ventura-ca-usa-21999' target='_blank'>ventura-ca-usa-21999</a>",1999,"1999 West Coast USA Tour",1999-02-19,"Ventura Theater","Ventura","USA","Up Hollow",1350,"Very Good",34.2803049,-119.29143
"verona-italy-62195","<a href='https://www.dischord.com/fugazi_live_series/verona-italy-62195' target='_blank'>verona-italy-62195</a>",1995,"1995 Spring/Summer European Tour",1995-06-21,"Forte Del Chievo","Verona","Italy","Rumble Mumble",1000,"Good",45.4599954,10.93838
"victoria-bc-canada-70601","<a href='https://www.dischord.com/fugazi_live_series/victoria-bc-canada-70601' target='_blank'>victoria-bc-canada-70601</a>",2001,"2001 Summer Mid-West/Canada Tour",2001-07-06,"Archie Browning Centre","Victoria","Canada","Pretty Girls Make Graves",1100,"Very Good",48.4289549,-123.409907
"victorville-ca-usa-30699","<a href='https://www.dischord.com/fugazi_live_series/victorville-ca-usa-30699' target='_blank'>victorville-ca-usa-30699</a>",1999,"1999 West Coast USA Tour",1999-03-06,"Fly Theater","Victorville","USA","Fluf",1136,"Very Good",34.534907,-117.294054
"vienna-austria-102090","<a href='https://www.dischord.com/fugazi_live_series/vienna-austria-102090' target='_blank'>vienna-austria-102090</a>",1990,"1990 Fall European Tour",1990-10-20,"Arena","Vienna","Austria","No Fish On Friday",1000,"Very Good",48.1878002,16.410422
"vienna-austria-102090","<a href='https://www.dischord.com/fugazi_live_series/vienna-austria-102090' target='_blank'>vienna-austria-102090</a>",1990,"1990 Fall European Tour",1990-10-20,"Arena","Vienna","Austria","Seven Sioux",1000,"Very Good",48.1878002,16.410422
"vienna-austria-102090","<a href='https://www.dischord.com/fugazi_live_series/vienna-austria-102090' target='_blank'>vienna-austria-102090</a>",1990,"1990 Fall European Tour",1990-10-20,"Arena","Vienna","Austria","Urge",1000,"Very Good",48.1878002,16.410422
"vienna-austria-61492","<a href='https://www.dischord.com/fugazi_live_series/vienna-austria-61492' target='_blank'>vienna-austria-61492</a>",1992,"1992 Spring European Tour",1992-06-14,"Arena","Vienna","Austria","Alloy",1000,"Very Good",48.1878002,16.410422
"vienna-austria-61492","<a href='https://www.dischord.com/fugazi_live_series/vienna-austria-61492' target='_blank'>vienna-austria-61492</a>",1992,"1992 Spring European Tour",1992-06-14,"Arena","Vienna","Austria","Tech Ahead",1000,"Very Good",48.1878002,16.410422
"vienna-austria-62495","<a href='https://www.dischord.com/fugazi_live_series/vienna-austria-62495' target='_blank'>vienna-austria-62495</a>",1995,"1995 Spring/Summer European Tour",1995-06-24,"Arena","Vienna","Austria","Kurort",2000,"Poor",48.1878002,16.410422
"vienna-austria-92699","<a href='https://www.dischord.com/fugazi_live_series/vienna-austria-92699' target='_blank'>vienna-austria-92699</a>",1999,"1999 Fall European Tour",1999-09-26,"Flexx","Vienna","Austria",NA,1000,"Excellent",48.2178047,16.36874
"virginia-beach-va-usa-20493","<a href='https://www.dischord.com/fugazi_live_series/virginia-beach-va-usa-20493' target='_blank'>virginia-beach-va-usa-20493</a>",1993,"1993 Winter Southern USA Tour",1993-02-04,"Peppermint Beach Club","Virginia Beach","USA","Shudder to Think",1200,"Very Good",36.8468098,-75.974268
"virginia-beach-va-usa-20493","<a href='https://www.dischord.com/fugazi_live_series/virginia-beach-va-usa-20493' target='_blank'>virginia-beach-va-usa-20493</a>",1993,"1993 Winter Southern USA Tour",1993-02-04,"Peppermint Beach Club","Virginia Beach","USA","Slant 6",1200,"Very Good",36.8468098,-75.974268
"virginia-beach-va-usa-31090","<a href='https://www.dischord.com/fugazi_live_series/virginia-beach-va-usa-31090' target='_blank'>virginia-beach-va-usa-31090</a>",1990,"1990 Spring Southern USA Tour",1990-03-10,"Atlantic Beach Club","Virginia Beach","USA","Funk Junkies",450,"Very Good",36.8537647,-75.976893
"virginia-beach-va-usa-31090","<a href='https://www.dischord.com/fugazi_live_series/virginia-beach-va-usa-31090' target='_blank'>virginia-beach-va-usa-31090</a>",1990,"1990 Spring Southern USA Tour",1990-03-10,"Atlantic Beach Club","Virginia Beach","USA","Grog",450,"Very Good",36.8537647,-75.976893
"virginia-beach-va-usa-50191","<a href='https://www.dischord.com/fugazi_live_series/virginia-beach-va-usa-50191' target='_blank'>virginia-beach-va-usa-50191</a>",1991,"1991 Spring USA Tour",1991-05-01,"Peppermint Beach Club","Virginia Beach","USA","Buzzard",900,"Good",36.8468098,-75.974268
"virginia-beach-va-usa-50191","<a href='https://www.dischord.com/fugazi_live_series/virginia-beach-va-usa-50191' target='_blank'>virginia-beach-va-usa-50191</a>",1991,"1991 Spring USA Tour",1991-05-01,"Peppermint Beach Club","Virginia Beach","USA","False Sacrament",900,"Good",36.8468098,-75.974268
"virginia-beach-va-usa-71688","<a href='https://www.dischord.com/fugazi_live_series/virginia-beach-va-usa-71688' target='_blank'>virginia-beach-va-usa-71688</a>",1988,"1988 Summer/Fall Regional Dates",1988-07-16,"Beach Theater","Virginia Beach","USA","Fire Party",200,NA,36.8507963,-75.989879
"virginia-beach-va-usa-71688","<a href='https://www.dischord.com/fugazi_live_series/virginia-beach-va-usa-71688' target='_blank'>virginia-beach-va-usa-71688</a>",1988,"1988 Summer/Fall Regional Dates",1988-07-16,"Beach Theater","Virginia Beach","USA","Scream",200,NA,36.8507963,-75.989879
"vitoria-brazil-80797","<a href='https://www.dischord.com/fugazi_live_series/vitoria-brazil-80797' target='_blank'>vitoria-brazil-80797</a>",1997,"1997 Summer Brazil/S. America Tour",1997-08-07,"Camburi Clube","Vitoria","Brazil","E",250,"Very Good",-20.2828906,-40.289759
"vitoria-brazil-80797","<a href='https://www.dischord.com/fugazi_live_series/vitoria-brazil-80797' target='_blank'>vitoria-brazil-80797</a>",1997,"1997 Summer Brazil/S. America Tour",1997-08-07,"Camburi Clube","Vitoria","Brazil","Turtle Creek",250,"Very Good",-20.2828906,-40.289759
"wageningen-netherlands-90890","<a href='https://www.dischord.com/fugazi_live_series/wageningen-netherlands-90890' target='_blank'>wageningen-netherlands-90890</a>",1990,"1990 Fall European Tour",1990-09-08,"Unitas","Wageningen","Netherlands","Les Rats",642,"Very Good",51.9660684,5.664588
"wageningen-netherlands-90890","<a href='https://www.dischord.com/fugazi_live_series/wageningen-netherlands-90890' target='_blank'>wageningen-netherlands-90890</a>",1990,"1990 Fall European Tour",1990-09-08,"Unitas","Wageningen","Netherlands","Pericolo Di Morte",642,"Very Good",51.9660684,5.664588
"wageningen-netherlands-90890","<a href='https://www.dischord.com/fugazi_live_series/wageningen-netherlands-90890' target='_blank'>wageningen-netherlands-90890</a>",1990,"1990 Fall European Tour",1990-09-08,"Unitas","Wageningen","Netherlands","Thatcher on Acid",642,"Very Good",51.9660684,5.664588
"waiblingen-germany-110288","<a href='https://www.dischord.com/fugazi_live_series/waiblingen-germany-110288' target='_blank'>waiblingen-germany-110288</a>",1988,"1988 Fall European Tour",1988-11-02,"Villa Roller","Waiblingen","Germany",NA,199,NA,48.8296727,9.317453
"warsaw-poland-100590","<a href='https://www.dischord.com/fugazi_live_series/warsaw-poland-100590' target='_blank'>warsaw-poland-100590</a>",1990,"1990 Fall European Tour",1990-10-05,"Karuzela University","Warsaw","Poland","Collaborators",450,"Poor",52.2405629,20.918272
"washington-dc-081596","<a href='https://www.dischord.com/fugazi_live_series/washington-dc-081596' target='_blank'>washington-dc-081596</a>",1996,"1996 Spring-Summer Regional Dates",1996-08-15,"Fort Reno","Washington","USA","Branch Manager",913,"Poor",38.9512105,-77.077362
"washington-dc-usa-083192","<a href='https://www.dischord.com/fugazi_live_series/washington-dc-usa-083192' target='_blank'>washington-dc-usa-083192</a>",1992,"1992 Summer/Fall Regional Dates",1992-08-31,"Fort Reno","Washington","USA","Slant 6",1100,"Good",38.9512105,-77.077362
"washington-dc-usa-100688","<a href='https://www.dischord.com/fugazi_live_series/washington-dc-usa-100688' target='_blank'>washington-dc-usa-100688</a>",1988,"1988 Summer/Fall Regional Dates",1988-10-06,"9:30 Club (1980-1995)","Washington","USA","Edsel",500,"Very Good",38.8971517,-77.025586
"washington-dc-usa-100688","<a href='https://www.dischord.com/fugazi_live_series/washington-dc-usa-100688' target='_blank'>washington-dc-usa-100688</a>",1988,"1988 Summer/Fall Regional Dates",1988-10-06,"9:30 Club (1980-1995)","Washington","USA","Honor Role",500,"Very Good",38.8971517,-77.025586
"washington-dc-usa-101589","<a href='https://www.dischord.com/fugazi_live_series/washington-dc-usa-101589' target='_blank'>washington-dc-usa-101589</a>",1989,"1989 Fall Regional Dates",1989-10-15,"Dupont Circle","Washington","USA","200 Stitches",452,"Good",38.9096631,-77.043686
"washington-dc-usa-101589","<a href='https://www.dischord.com/fugazi_live_series/washington-dc-usa-101589' target='_blank'>washington-dc-usa-101589</a>",1989,"1989 Fall Regional Dates",1989-10-15,"Dupont Circle","Washington","USA","All White Jury",452,"Good",38.9096631,-77.043686
"washington-dc-usa-101589","<a href='https://www.dischord.com/fugazi_live_series/washington-dc-usa-101589' target='_blank'>washington-dc-usa-101589</a>",1989,"1989 Fall Regional Dates",1989-10-15,"Dupont Circle","Washington","USA","Cabal",452,"Good",38.9096631,-77.043686
"washington-dc-usa-101589","<a href='https://www.dischord.com/fugazi_live_series/washington-dc-usa-101589' target='_blank'>washington-dc-usa-101589</a>",1989,"1989 Fall Regional Dates",1989-10-15,"Dupont Circle","Washington","USA","Caroline Ely",452,"Good",38.9096631,-77.043686
"washington-dc-usa-101589","<a href='https://www.dischord.com/fugazi_live_series/washington-dc-usa-101589' target='_blank'>washington-dc-usa-101589</a>",1989,"1989 Fall Regional Dates",1989-10-15,"Dupont Circle","Washington","USA","Choke",452,"Good",38.9096631,-77.043686
"washington-dc-usa-101589","<a href='https://www.dischord.com/fugazi_live_series/washington-dc-usa-101589' target='_blank'>washington-dc-usa-101589</a>",1989,"1989 Fall Regional Dates",1989-10-15,"Dupont Circle","Washington","USA","Daryl Stover",452,"Good",38.9096631,-77.043686
"washington-dc-usa-101589","<a href='https://www.dischord.com/fugazi_live_series/washington-dc-usa-101589' target='_blank'>washington-dc-usa-101589</a>",1989,"1989 Fall Regional Dates",1989-10-15,"Dupont Circle","Washington","USA","Dog Born Society",452,"Good",38.9096631,-77.043686
